"text";"label";"motivation";"channel";"Author";"Comment";"Published.At";"Likes"
"Bin sehr gespannt auf den ersten April !!!!😊";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ZDF";"@tigerauge6705";"Bin sehr gespannt auf den ersten April !!!!😊";"2024-02-28T23:29:55Z";1
"Also ich ""Rauche Brokkoli"" und hab auch ein 13 Jährigen Sohn -> er will nicht Rauchen, nicht Trinken usw.   -> Erziehung <-
In der Schule gehört sowas nicht hin oder vielleicht mal so eine ""Schulveranstaltung"".
Aber was du in deinem Video falsch gesagt hast ist, dass es eine ""LEGALISIERUNG"" ist, es ist eine ""ENTKRIMINALISIERUNG"". <- Da besteht ein gewaltiger unterschied.

Ich bin voll für die Entkriminalisierung, da die Leute, die Cannabis Konsumieren eher sich Hilfe holen können, falls Sie Ihr Konsumverhalten nicht unter Kontrolle haben, da kenn ich auch diverse Leute...


Aber mal kurz zu mir, um mich eventuell besser zu verstehen:
Ich weiß auch, dass es Schädlich ist und dies gebe ich auch Erziehungstechnisch meinem Sohn weiter und ich denk nicht, dass er in seiner Jugend damit anfangen wird, ob Rauchen, Trinken oder Kiffen.... selbst Kaffee trinken und Energies. 
Und wie du schon sagst, Alkohol ist wesentlich schlimmer, aber dies ist zur Gesellschaft's Droge  geworden und dennoch ist es geduldet und Cannabis nicht... ( Ps: und mein Sohn weiß nicht einmal, dass ich Konsumiere )

Ich hatte keine schöne Kindheit und das verdank ich zum teil dem Alkohol... <- Rest solltet Ihr euch denken können und mein Sohn hat und wird nicht solche Erlebnisse haben

Das Gesetz ist nicht zu 100% Perfekt, aber es wird nachgebessert und ich denke, wenn es echt falsch läuft, wird es hoffentlich auch vor 4 Jahren noch 1x in Augenschein genommen, aber dies jetzt zu Unterbinden und erst zu warten, bis es ""Ausgereift"" ist, halte ich definitiv für FALSCH....
Ich bin 36 Jahre und Konsumiere seit ich 18 bin und mir ist seither schon oft der Führerschein abgenommen worden ( Ich hab NIE vor Fahrtantritt ""Gekifft oder sonst welche Substanzen zu mir genommen )   Aber es war halt im Blut nachweißbar.

Ich arbeite seit ich 16 Jahre alt bin und war hochgerechnet 6 Monate seither Arbeitslos, Ich Programmiere Programme, spekuliere an der Börse, hab ein schönes Auto usw.
Und....  Ich werde vom Stadt verfolgt, diskriminiert und bestraft, weil ich, wenn ich von der Arbeit komme und mir 1 Joint ( Direkt nach der Arbeit ) auf dem Balkon anzünde und am nächsten Tag ( ca. 13,5 Stunden später ) wieder zur Arbeit fahre und ""zufällig"" in eine Polizeikontrolle komme ( Ich habe keine Ausfallerscheinungen oder sonst was )
24h  kein Autofahren... MPU.... Bußgeld... usw....

Ist das FAIR...? 

Kaffee, Alkohol, Energies, Cannabis. Zucker usw. ist alles schlecht für den Körper, aber es ist meiner und auch wenn ich weiß, dass es mein Körper schadet... es ist meine Entscheidung.
Ich werde von meinem Sohn entzogen, musste mich schon mit Jugendämtern rumschlagen usw. es ist nicht Richtig...   

Ich hoffe ebenso, dass nach de Entkriminalisierung die Steuergelder auch Genutzt werden um die Menschen besser darüber aufzuklären, aber Fakt ist, diese die eine ähnliche Vergangenheit haben wie ich, werden nicht mehr wegen jedem Mist bestraft.

Angenommen ich würde nach einem Konsum Autofahren oder Minderjährigen was ""Organisieren"",  -> Höchststrafe <-

Ca 10€ das Gramm beim Dealer... ich zahl auch 15€ in ein Shop, für ""Reines und Umgestecktes"", auch um die Steuergelder zu erhöhen, damit mehr Geld für die Aufklärung da ist.

Ach... und als 14 Jähriger zu einem Dealer zu gehen und verunreinigtes Zeug zu KAUFEN, da ist die Hemmschwelle am Anfang nicht viel höher als in einem Shop, wo du zu 70% nach ein Ausweis gefragt werden solltest ( Ich weiß, passiert auch nicht immer )
aber 1x bei Dealer gewesen, bekommst es öfters als im Laden.

Gut, reit jetzt, könnt auch ewig darüber Texten...  

Ich drück die Daumen, dass der 1.4.2024 steht und der Schwarzmarkt wegbricht...

Allen gegen Sprechern
Have a nice Day

Peace and out.";"positiv";"The comment is positive. It expresses support for the decriminalization of cannabis, highlights personal experiences and benefits, and ends with a hopeful note for the future.";"ZDF";"@21peschl21ify";"Also ich ""Rauche Brokkoli"" und hab auch ein 13 Jährigen Sohn -> er will nicht Rauchen, nicht Trinken usw.   -> Erziehung <-
In der Schule gehört sowas nicht hin oder vielleicht mal so eine ""Schulveranstaltung"".
Aber was du in deinem Video falsch gesagt hast ist, dass es eine ""LEGALISIERUNG"" ist, es ist eine ""ENTKRIMINALISIERUNG"". <- Da besteht ein gewaltiger unterschied.

Ich bin voll für die Entkriminalisierung, da die Leute, die Cannabis Konsumieren eher sich Hilfe holen können, falls Sie Ihr Konsumverhalten nicht unter Kontrolle haben, da kenn ich auch diverse Leute...


Aber mal kurz zu mir, um mich eventuell besser zu verstehen:
Ich weiß auch, dass es Schädlich ist und dies gebe ich auch Erziehungstechnisch meinem Sohn weiter und ich denk nicht, dass er in seiner Jugend damit anfangen wird, ob Rauchen, Trinken oder Kiffen.... selbst Kaffee trinken und Energies. 
Und wie du schon sagst, Alkohol ist wesentlich schlimmer, aber dies ist zur Gesellschaft's Droge  geworden und dennoch ist es geduldet und Cannabis nicht... ( Ps: und mein Sohn weiß nicht einmal, dass ich Konsumiere )

Ich hatte keine schöne Kindheit und das verdank ich zum teil dem Alkohol... <- Rest solltet Ihr euch denken können und mein Sohn hat und wird nicht solche Erlebnisse haben

Das Gesetz ist nicht zu 100% Perfekt, aber es wird nachgebessert und ich denke, wenn es echt falsch läuft, wird es hoffentlich auch vor 4 Jahren noch 1x in Augenschein genommen, aber dies jetzt zu Unterbinden und erst zu warten, bis es ""Ausgereift"" ist, halte ich definitiv für FALSCH....
Ich bin 36 Jahre und Konsumiere seit ich 18 bin und mir ist seither schon oft der Führerschein abgenommen worden ( Ich hab NIE vor Fahrtantritt ""Gekifft oder sonst welche Substanzen zu mir genommen )   Aber es war halt im Blut nachweißbar.

Ich arbeite seit ich 16 Jahre alt bin und war hochgerechnet 6 Monate seither Arbeitslos, Ich Programmiere Programme, spekuliere an der Börse, hab ein schönes Auto usw.
Und....  Ich werde vom Stadt verfolgt, diskriminiert und bestraft, weil ich, wenn ich von der Arbeit komme und mir 1 Joint ( Direkt nach der Arbeit ) auf dem Balkon anzünde und am nächsten Tag ( ca. 13,5 Stunden später ) wieder zur Arbeit fahre und ""zufällig"" in eine Polizeikontrolle komme ( Ich habe keine Ausfallerscheinungen oder sonst was )
24h  kein Autofahren... MPU.... Bußgeld... usw....

Ist das FAIR...? 

Kaffee, Alkohol, Energies, Cannabis. Zucker usw. ist alles schlecht für den Körper, aber es ist meiner und auch wenn ich weiß, dass es mein Körper schadet... es ist meine Entscheidung.
Ich werde von meinem Sohn entzogen, musste mich schon mit Jugendämtern rumschlagen usw. es ist nicht Richtig...   

Ich hoffe ebenso, dass nach de Entkriminalisierung die Steuergelder auch Genutzt werden um die Menschen besser darüber aufzuklären, aber Fakt ist, diese die eine ähnliche Vergangenheit haben wie ich, werden nicht mehr wegen jedem Mist bestraft.

Angenommen ich würde nach einem Konsum Autofahren oder Minderjährigen was ""Organisieren"",  -> Höchststrafe <-

Ca 10€ das Gramm beim Dealer... ich zahl auch 15€ in ein Shop, für ""Reines und Umgestecktes"", auch um die Steuergelder zu erhöhen, damit mehr Geld für die Aufklärung da ist.

Ach... und als 14 Jähriger zu einem Dealer zu gehen und verunreinigtes Zeug zu KAUFEN, da ist die Hemmschwelle am Anfang nicht viel höher als in einem Shop, wo du zu 70% nach ein Ausweis gefragt werden solltest ( Ich weiß, passiert auch nicht immer )
aber 1x bei Dealer gewesen, bekommst es öfters als im Laden.

Gut, reit jetzt, könnt auch ewig darüber Texten...  

Ich drück die Daumen, dass der 1.4.2024 steht und der Schwarzmarkt wegbricht...

Allen gegen Sprechern
Have a nice Day

Peace and out.";"2024-02-28T23:08:42Z";0
"Ist schon geil wie sich das ZDF in nichtmal 20 Sekunden, mit Falsch-Aussagen lächelich macht. Der Bunderat muss NICHT zustimmen. Solange die Prohibitionisten keine absolute Mehrheit kriegen, gibts keinen Vermittlungsausschuss, und selbst wenn es dazu kommen würde, müsste zudem noch der Bundestag komplett in die Gegenrichtung umfallen.

""Tüte drehen? Sektchen aufmachen? Oder das Gegenteil? Bei der Gefahr für die Gesundheit von Jugendlichen.""
Sauber! Einfach mal vollkommen ignorieren, dass es keine legale Abgabe an Minderjährige geben wird, und die illegale Abgabe heute noch viel Risikobehafteter ist. Und das Risiko von Cannabis geringer ist, als der, des hier erwähnte Sekts. An den Folgen von Alkohol sind allein in 2021, 62.000  Tote zu verzeichnen, allein in Deutschland!
Tote durch Cannabis, weltweit: NULL! 
Saufen darf man in Begleitung ab 14, Cannabis Entkriminalisierung nur ab 18!

Wie kann man sich nur so in die Tasche lügen? Heuchler!

Verbotszonen um Kitas und Schulen: ""Wie soll das denn kontrolliert werden?""
- Hmm muss ich jetzt mal ganz schwer überlegen. Wie wärs denn damit, dass die grün uniformirten Flachpfeifen die so gerne vor der Schule stehen und ""Raser"" blitzen, mal ihren Job machen, anstatt einfach nur der Wegelagerei nachzugehen? 

Jedes Jahr gibts ca. 180.000 sinnlose und unmoralische Strafverfahren gegen einfache Konsumenten, wobei deren vermeintliche Selbstgefährdung per Definition kein Verbrechen darstellt.
Stattdessen führt die Kriminalisierung von ein paar Gramm Hash dazu, dass man tausenden Bürgern ihr Leben versaut, mit exzessiven Bußgeldern, Führerscheinentzug (ohne jegliche Verkehrsvergehen), bis hin zu mehrjährigen Freiheitsstrafen.

Das ist unmoralisch und diskriminierend! Hier verliert mal wieder die Gerechtigkeit gegenüber einem kranken, sinnlosen (Un-)""Recht"".

Ich könnte noch Stundenlang hirnlose und erlogene Argumente entkräften, und mich über die alltäglich Heuchelei aufregen, aber ich wills einfach mal hierbei belassen:

4,5 MILIIONEN Bürger sind nur Kriminell, weil man sie seit Jahzenhten nutzlos kriminalisiert! Es ist höchste Zeit diesen Unfug, der einen Haufen Steuern frißt und niemandem etwas bringt aufzugeben, und zwar so bald wie möglich (sprich zum 1.4.)! Die Sache ist längst überfällig.";"positiv";"The comment is positive. It expresses strong support for cannabis legalization, criticizes the current prohibition, and highlights the benefits of legalization. Despite the critical tone towards the opposition, the overall sentiment is in favor of legalization.";"ZDF";"@ClashClash89";"Ist schon geil wie sich das ZDF in nichtmal 20 Sekunden, mit Falsch-Aussagen lächelich macht. Der Bunderat muss NICHT zustimmen. Solange die Prohibitionisten keine absolute Mehrheit kriegen, gibts keinen Vermittlungsausschuss, und selbst wenn es dazu kommen würde, müsste zudem noch der Bundestag komplett in die Gegenrichtung umfallen.

""Tüte drehen? Sektchen aufmachen? Oder das Gegenteil? Bei der Gefahr für die Gesundheit von Jugendlichen.""
Sauber! Einfach mal vollkommen ignorieren, dass es keine legale Abgabe an Minderjährige geben wird, und die illegale Abgabe heute noch viel Risikobehafteter ist. Und das Risiko von Cannabis geringer ist, als der, des hier erwähnte Sekts. An den Folgen von Alkohol sind allein in 2021, 62.000  Tote zu verzeichnen, allein in Deutschland!
Tote durch Cannabis, weltweit: NULL! 
Saufen darf man in Begleitung ab 14, Cannabis Entkriminalisierung nur ab 18!

Wie kann man sich nur so in die Tasche lügen? Heuchler!

Verbotszonen um Kitas und Schulen: ""Wie soll das denn kontrolliert werden?""
- Hmm muss ich jetzt mal ganz schwer überlegen. Wie wärs denn damit, dass die grün uniformirten Flachpfeifen die so gerne vor der Schule stehen und ""Raser"" blitzen, mal ihren Job machen, anstatt einfach nur der Wegelagerei nachzugehen? 

Jedes Jahr gibts ca. 180.000 sinnlose und unmoralische Strafverfahren gegen einfache Konsumenten, wobei deren vermeintliche Selbstgefährdung per Definition kein Verbrechen darstellt.
Stattdessen führt die Kriminalisierung von ein paar Gramm Hash dazu, dass man tausenden Bürgern ihr Leben versaut, mit exzessiven Bußgeldern, Führerscheinentzug (ohne jegliche Verkehrsvergehen), bis hin zu mehrjährigen Freiheitsstrafen.

Das ist unmoralisch und diskriminierend! Hier verliert mal wieder die Gerechtigkeit gegenüber einem kranken, sinnlosen (Un-)""Recht"".

Ich könnte noch Stundenlang hirnlose und erlogene Argumente entkräften, und mich über die alltäglich Heuchelei aufregen, aber ich wills einfach mal hierbei belassen:

4,5 MILIIONEN Bürger sind nur Kriminell, weil man sie seit Jahzenhten nutzlos kriminalisiert! Es ist höchste Zeit diesen Unfug, der einen Haufen Steuern frißt und niemandem etwas bringt aufzugeben, und zwar so bald wie möglich (sprich zum 1.4.)! Die Sache ist längst überfällig.";"2024-02-28T22:26:41Z";0
"Prüfen, Kontrollieren, etc...typisch für dieses Land- rückständig & ultrabürokratisch...
Jugendschutz? / all die kleinen Wodkaflaschen an der Kasse beim Rewe, etc., das ewige Riesen Weizenbier beim ach so lustigen Oktoberfest...u.ä.
5 Millionen Menschen in Langweiligland ertragen ihre Zeit besser mit Cannabis...
Was gibts da noch zu prüfen & kontrollieren??
Gebt es frei das Hanf & KONTROLLIERT alles nach einiger Zeit wie's läuft..
Ich wette, es wird halb so wild - oder noch weniger- als all die Schwarzmaler hierzulande vermuten & dagegen wettern..
Alkohol finde ich soviel  widerlicher & gefährlicher fürs "" kleine"" Hirn""...
Diese Diskussionen...so richtig typisch "" muffig"" deutsch....Gähn-
Ps; seit 20 jahren bin ich nur noch zum fanilienbesuch hier anwesend....
Ich wünsche der jüngeren Generation ne bessere, coolere Zeit als wir sie hatten, damals in den 70 jahren...";"positiv";"The comment is positive. It expresses support for cannabis legalization, criticizes the current state of bureaucracy, and compares cannabis favorably to alcohol. The commenter also wishes for a better future for the younger generation.";"ZDF";"@tigerauge6705";"Prüfen, Kontrollieren, etc...typisch für dieses Land- rückständig & ultrabürokratisch...
Jugendschutz? / all die kleinen Wodkaflaschen an der Kasse beim Rewe, etc., das ewige Riesen Weizenbier beim ach so lustigen Oktoberfest...u.ä.
5 Millionen Menschen in Langweiligland ertragen ihre Zeit besser mit Cannabis...
Was gibts da noch zu prüfen & kontrollieren??
Gebt es frei das Hanf & KONTROLLIERT alles nach einiger Zeit wie's läuft..
Ich wette, es wird halb so wild - oder noch weniger- als all die Schwarzmaler hierzulande vermuten & dagegen wettern..
Alkohol finde ich soviel  widerlicher & gefährlicher fürs "" kleine"" Hirn""...
Diese Diskussionen...so richtig typisch "" muffig"" deutsch....Gähn-
Ps; seit 20 jahren bin ich nur noch zum fanilienbesuch hier anwesend....
Ich wünsche der jüngeren Generation ne bessere, coolere Zeit als wir sie hatten, damals in den 70 jahren...";"2024-02-28T21:28:05Z";0
"2:30 wie will man kontrollieren das ich meine Frau nicht Vergewaltige? .. gott sind diese Argumente dumm";"negativ";"The comment is negative. It expresses frustration and criticism towards the arguments related to cannabis legalization.";"ZDF";"@avgdeagling";"2:30 wie will man kontrollieren das ich meine Frau nicht Vergewaltige? .. gott sind diese Argumente dumm";"2024-02-28T20:37:50Z";0
"Aus meiner Erfahrung:
Ich habe vielleicht eine Handvoll Kiffer getroffen die ein paar Joints zuviel hatten. Aber ich kenne weitaus mehr Leute die Probleme mit Alkohol haben (In der eigenen Familie, der Familie von Freunden oder die Freunde selbst). Aus dem Grund kann ich meinen eigenen Alkoholkonsum jedes Jahr an einer Hand abzählen...
Canabis meiner Meinung nach eine richtige 'ALTERNATIVE' zu Alkohol.
Und auch wenn den Vergleich viele nicht (mehr) höhren können, womit soll man es sonst vergleichen?! Es gibt ja nicht gerade viele Optionen auf legale Rauschmittel...";"positiv";"The comment is positive. It expresses support for cannabis as an alternative to alcohol and highlights personal experiences that favor cannabis over alcohol.";"ZDF";"@kaido3d2ymarco56";"Aus meiner Erfahrung:
Ich habe vielleicht eine Handvoll Kiffer getroffen die ein paar Joints zuviel hatten. Aber ich kenne weitaus mehr Leute die Probleme mit Alkohol haben (In der eigenen Familie, der Familie von Freunden oder die Freunde selbst). Aus dem Grund kann ich meinen eigenen Alkoholkonsum jedes Jahr an einer Hand abzählen...
Canabis meiner Meinung nach eine richtige 'ALTERNATIVE' zu Alkohol.
Und auch wenn den Vergleich viele nicht (mehr) höhren können, womit soll man es sonst vergleichen?! Es gibt ja nicht gerade viele Optionen auf legale Rauschmittel...";"2024-02-28T19:26:33Z";4
"Mir ist es ehrlich gesagt egal, ob jemand kifft oder nicht.
Mich nervt aber der intensive Geruch und ich befürchte das es dann echt nervig werden kann, wenn demnächst an jeder Ecke einer mit nem Blumt steht....";"negativ";"The comment is negative. It expresses concern and annoyance about the potential increase in the smell of cannabis and the presence of people smoking it in public.";"ZDF";"@Danny-wp3tw";"Mir ist es ehrlich gesagt egal, ob jemand kifft oder nicht.
Mich nervt aber der intensive Geruch und ich befürchte das es dann echt nervig werden kann, wenn demnächst an jeder Ecke einer mit nem Blumt steht....";"2024-02-28T17:34:47Z";3
"Interessant, wenn man Strafverfolgung fürchten muss, kann das also zu psychischen Problemen führen.";"neutral/ohne Bezug";"The comment is neutral. It mentions the potential psychological impact of fearing prosecution but does not express a clear opinion on cannabis legalization.";"ZDF";"@Eliphas_Leary";"Interessant, wenn man Strafverfolgung fürchten muss, kann das also zu psychischen Problemen führen.";"2024-02-28T17:31:35Z";0
"Pilsinger hat nichts verstanden, er sollte weniger saufen! Die sitzen doch in der Psychiatrie, weil sie nicht vor dem Schwarzmarkt und seinen Folgen geschützt wurden. Sauf dir ruhig weiter dein Hirn weg...";"negativ";"The comment is negative. It contains criticism and disapproval towards Pilsinger, implying that he does not understand the issue and should drink less. The tone is clearly negative and dismissive.";"ZDF";"@tonmannontour";"Pilsinger hat nichts verstanden, er sollte weniger saufen! Die sitzen doch in der Psychiatrie, weil sie nicht vor dem Schwarzmarkt und seinen Folgen geschützt wurden. Sauf dir ruhig weiter dein Hirn weg...";"2024-02-28T13:39:28Z";0
"Aber dann in Wirtshäuser oder Gaststätten Bier an 14 jährige ausschenken sofern die Eltern damit einverstanden sind. Für mich macht das keinen Sinn.
Söders  Politik kann man mit 2 Meter Feldweg vergleichen und der ist sogar schlauer.";"neutral/ohne Bezug";"The comment is unrelated. It discusses the serving of beer to minors and criticizes a politician's policies without mentioning cannabis legalization.";"ZDF";"@resorauch1160";"Aber dann in Wirtshäuser oder Gaststätten Bier an 14 jährige ausschenken sofern die Eltern damit einverstanden sind. Für mich macht das keinen Sinn.
Söders  Politik kann man mit 2 Meter Feldweg vergleichen und der ist sogar schlauer.";"2024-02-28T12:57:50Z";0
"Drei Pflanzen im Kalenderjahr.";"neutral/ohne Bezug";"The comment is neutral. It mentions a specific detail about cannabis legalization (three plants per calendar year) without expressing a clear opinion.";"ZDF";"@seba3420";"Drei Pflanzen im Kalenderjahr.";"2024-02-28T11:26:17Z";0
"Ich finde ihre meinungsmache gegen Cannabis unerhört. Liebe Redaktion kommt mal in der Realität an. Jeder der gegen Cannabis ist hat einfach von nichts ne Ahnung. Unglaublich das wir solche Beiträge finanzieren. Pilsinger ist jemand der mal dringend bildung in sachen cannabis braucht der mann hat keine ahnung.";"negativ";"The comment is negative. It expresses frustration and criticism towards those who are against cannabis legalization and the editorial stance.";"ZDF";"@WolfszeitYT";"Ich finde ihre meinungsmache gegen Cannabis unerhört. Liebe Redaktion kommt mal in der Realität an. Jeder der gegen Cannabis ist hat einfach von nichts ne Ahnung. Unglaublich das wir solche Beiträge finanzieren. Pilsinger ist jemand der mal dringend bildung in sachen cannabis braucht der mann hat keine ahnung.";"2024-02-28T09:50:26Z";2
"Darf man sagen, dass der Pilsinger ein Backpfeifengesicht hat?";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ZDF";"@andrewburnert89";"Darf man sagen, dass der Pilsinger ein Backpfeifengesicht hat?";"2024-02-28T09:47:49Z";3
"Wie will man den Wahnsinn denn ohne ertragen? Denkt euch an dieser Stelle einen Cannabis Smiley....";"positiv";"The comment is positive. It expresses support for cannabis legalization by implying that cannabis is needed to cope with the 'madness' and humorously suggests imagining a cannabis smiley.";"ZDF";"@joeblob5687";"Wie will man den Wahnsinn denn ohne ertragen? Denkt euch an dieser Stelle einen Cannabis Smiley....";"2024-02-28T09:45:56Z";0
"Ja abwarten";"neutral/ohne Bezug";"The comment is neutral. It does not express a clear opinion on cannabis legalization.";"ZDF";"@navinavigation9638";"Ja abwarten";"2024-02-28T03:54:55Z";0
"Wohne 3 km von der Nl grenze! Hier lacht sich jeder über diese Politik! Hier kifft jeder der möchte! Das Verbot interessiert hier keinen! Hier gibt es zum glück gutes Gras... armes bayern! Das wird sich ändern";"positiv";"The comment is positive. It expresses approval and enthusiasm about the availability of cannabis and suggests that the current prohibition is ineffective and will change.";"ZDF";"@Ikbinet";"Wohne 3 km von der Nl grenze! Hier lacht sich jeder über diese Politik! Hier kifft jeder der möchte! Das Verbot interessiert hier keinen! Hier gibt es zum glück gutes Gras... armes bayern! Das wird sich ändern";"2024-02-28T03:11:48Z";1
"´Bin für die Legalisierung. Grund: Weil ich 6 Blockpraktikas in der Psychatrie, Erziehungshilfe und sozialen Arbeit hatte. Was sind das für unqualifizierte Menschen...";"positiv";"The comment is positive. It expresses support for legalization and provides a reason based on personal experience.";"ZDF";"@MsNeverdies";"´Bin für die Legalisierung. Grund: Weil ich 6 Blockpraktikas in der Psychatrie, Erziehungshilfe und sozialen Arbeit hatte. Was sind das für unqualifizierte Menschen...";"2024-02-28T01:49:08Z";1
"Und Bayern ein säufer Paradies in dem Politiker sogar ihr eigenes Bier brauen als ob es nicht schon genug Alkohol..bzw Alkohol kranke gibt😅😅und schaut mal auf die Alkoholkranken an...da hört man nichts gerade Pilsinger war es der sein eigenes Bier gebraut hat...was für eine Schande";"negativ";"The comment is negative. It criticizes the prevalence of alcohol and alcohol-related issues in Bavaria, and expresses disapproval of politicians brewing their own beer, calling it a shame.";"ZDF";"@jurgenlindner7534";"Und Bayern ein säufer Paradies in dem Politiker sogar ihr eigenes Bier brauen als ob es nicht schon genug Alkohol..bzw Alkohol kranke gibt😅😅und schaut mal auf die Alkoholkranken an...da hört man nichts gerade Pilsinger war es der sein eigenes Bier gebraut hat...was für eine Schande";"2024-02-27T20:13:08Z";0
"Jugend und Kinder Mörder gebt dem Lauterbach eine Überdosis Drogen das er für immer die Augen zu Macht Dankeschön";"negativ";"The comment is negative. It expresses anger and hostility towards a person, suggesting harm, which indicates strong disapproval and frustration.";"ZDF";"@gerdbensberg9528";"Jugend und Kinder Mörder gebt dem Lauterbach eine Überdosis Drogen das er für immer die Augen zu Macht Dankeschön";"2024-02-27T19:19:35Z";0
"Das ist doch nur ein weiterer Schachtzug gegen die Opposition (z. B. AfD). Es wird doch jetzt schon seit Monaten um Wähler für die Bundestagswahl 2025 gekämpft. Es wird seit Monaten gespalten und gehetzt, was das Zeug hält und nun werden die Kiffer unter uns überzeugt, indem man angeblich etwas gutes in deren Augen tut. Jeder normale Verstand lernt doch aus den Fehlern anderer Länder. Die Ampel lässt eine Legalisierung aus taktischen Gründen zu, nicht für die Bürger, sondern für sich selbst!Die Cannabis-Beführworter sind automatisch Oppositionsgegner, weil sie z. B. mit einer Stimme ""für"" die AfD riskieren würden, dass die Legalisierung wieder abgeschafft würde. Oder was meint ihr?";"negativ";"The comment is negative. It expresses opposition and criticism towards the legalization, suggesting it is a political maneuver rather than a genuine effort for the citizens.";"ZDF";"@sabina7604";"Das ist doch nur ein weiterer Schachtzug gegen die Opposition (z. B. AfD). Es wird doch jetzt schon seit Monaten um Wähler für die Bundestagswahl 2025 gekämpft. Es wird seit Monaten gespalten und gehetzt, was das Zeug hält und nun werden die Kiffer unter uns überzeugt, indem man angeblich etwas gutes in deren Augen tut. Jeder normale Verstand lernt doch aus den Fehlern anderer Länder. Die Ampel lässt eine Legalisierung aus taktischen Gründen zu, nicht für die Bürger, sondern für sich selbst!Die Cannabis-Beführworter sind automatisch Oppositionsgegner, weil sie z. B. mit einer Stimme ""für"" die AfD riskieren würden, dass die Legalisierung wieder abgeschafft würde. Oder was meint ihr?";"2024-02-27T17:52:22Z";0
"Wir haben jetzt alle angefangen weil wir gedacht haben das die Regierung es erlaubt hat. 😮 Es stand doch in upday. 😮 Und jetzt soll es doch ein Problem geben? Warum haben die uns denn alle süchtig gemacht? 😁";"negativ";"The comment is negative. It expresses concern and frustration about the confusion regarding the legalization and its consequences, despite the use of a smiling emoji.";"ZDF";"@andreasschwarz1532";"Wir haben jetzt alle angefangen weil wir gedacht haben das die Regierung es erlaubt hat. 😮 Es stand doch in upday. 😮 Und jetzt soll es doch ein Problem geben? Warum haben die uns denn alle süchtig gemacht? 😁";"2024-02-27T17:42:57Z";0
"Endlich wir sind wieder schockiert 😂😂😂😂😂😂😂 Endlich wieder mehr Tode, wir sind Schockiert....... Endlich können dann die Kinder es nehmen und danach abhängig werden und nicht Mehr Arbeitsunfähig werden. Dann sagen wir überall Personal Mangel 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Geiiiil Ich Freue mich schon darauf  das es dann wieder mehr Tode gibt's Endlich ❤❤❤❤";"negativ";"The comment is negative. It expresses sarcasm and concern about potential negative consequences of cannabis legalization, such as increased deaths and addiction among children. The use of laughing emojis and hearts does not change the overall negative sentiment.";"ZDF";"@emranramadan2206";"Endlich wir sind wieder schockiert 😂😂😂😂😂😂😂 Endlich wieder mehr Tode, wir sind Schockiert....... Endlich können dann die Kinder es nehmen und danach abhängig werden und nicht Mehr Arbeitsunfähig werden. Dann sagen wir überall Personal Mangel 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Geiiiil Ich Freue mich schon darauf  das es dann wieder mehr Tode gibt's Endlich ❤❤❤❤";"2024-02-27T17:09:40Z";0
"wenn Pilsinger nen Doktortitel trägt, hat dieses Land definitiv nen Bildungsproblem :D";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ZDF";"@slvn040";"wenn Pilsinger nen Doktortitel trägt, hat dieses Land definitiv nen Bildungsproblem :D";"2024-02-27T16:44:30Z";0
"Euch muss man dringend die Gelder kürzen! Bei dem BS den ihr hier verzapft! 🤦‍♂️

Dafür zahl ich KEINE GEZ! 🤮🤦‍♂️";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ZDF";"@Isdera1985";"Euch muss man dringend die Gelder kürzen! Bei dem BS den ihr hier verzapft! 🤦‍♂️

Dafür zahl ich KEINE GEZ! 🤮🤦‍♂️";"2024-02-27T16:41:14Z";0
"8:23 das fragt Sie den Pilsinger??? 🤡🤡🤡😂😂😂😂🤦‍♂️

Der ideologische Schwurbler und erz konservative Hardliner Pilsinger hat KEINE nennenswerte Ahnung von Cannabis und Psychosen und deren Gründe! 

Ihr führt seine Hospitierung während seines Studiums in eienr Psychatrie als Nachweis seiner Kompetenz in dem Bereich auf, ernsthaft? 😂😂😂🤡🤦‍♂️

Reinste rechts konservative Indoktrination, Hetze und Geschwurbel, was ihr hier bringt! 🤮🤦‍♂️ #Fakenews #Lügenpresse";"negativ";"The comment is negative. It contains criticism, disapproval, and negative emojis towards Pilsinger and the discussion on cannabis legalization.";"ZDF";"@Isdera1985";"8:23 das fragt Sie den Pilsinger??? 🤡🤡🤡😂😂😂😂🤦‍♂️

Der ideologische Schwurbler und erz konservative Hardliner Pilsinger hat KEINE nennenswerte Ahnung von Cannabis und Psychosen und deren Gründe! 

Ihr führt seine Hospitierung während seines Studiums in eienr Psychatrie als Nachweis seiner Kompetenz in dem Bereich auf, ernsthaft? 😂😂😂🤡🤦‍♂️

Reinste rechts konservative Indoktrination, Hetze und Geschwurbel, was ihr hier bringt! 🤮🤦‍♂️ #Fakenews #Lügenpresse";"2024-02-27T16:38:11Z";0
