"text";"VA01_value";"VA01_motivation";"VA02_value";"VA02_motivation";"VA03_value";"VA03_motivation";"hashtag"
"I’m not blaming anyone but I’m pointing out that had all of my #NeverTrump & progressive friends voted for the email lady instead of sitting out or voting third party, we wouldn’t be dealing with a third presidential election involving Trump. Think about it & stop the selfishness";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The tweet criticizes Donald Trump and implies support for the Democratic candidate by suggesting that voting for the 'email lady' (Hillary Clinton) would have prevented Trump's continued involvement in presidential elections.";"party criticism";"The tweet does not refer to the top candidate outside of the hashtag. It criticizes the basic attitudes and opinions of the Republican party supporters who did not vote for the Democratic candidate in the past.";"nevertrump"
"So FUCK Donald Trump.  That\'s my word. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet contains a personal attack on Donald Trump, using abusive language without providing any substantive criticism.";"nevertrump"
"There’s way too much Kool-Aid drinking going on in the House and Senate.  How are you going to explain your actions to your grandchildren one day?  If I’m still living when you write a book, I want to know what made you go from #NeverTrump to kissing the ring. #Disgraceful";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"The tweet does not clearly support either Biden or Trump. It criticizes politicians who have changed their stance from opposing Trump to supporting him, but does not explicitly endorse Biden.";"party criticism";"The tweet criticizes the basic attitudes and opinions of politicians who have shifted their stance to support Trump, but does not specifically target Trump or Biden directly.";"nevertrump"
"If you support trump,\\nYou are a bigot.\\nPeriod. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet criticizes Trump supporters by calling them bigots, which is an abusive and discriminatory remark. This falls under personal attack.";"nevertrump"
"Does it seem to you that Trump knows he is guilty? Seems like that to me. He is preparing MAGAts by telling them \\it\'s rigged\\ aka \\I lost\\. If you are innocent, why not testify? Any other person who knew they weren\'t guilty would demand the right to clear his name. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, questioning his behavior and character traits, particularly his reluctance to testify and his claims about the election being rigged.";"nevertrump"
"Trump falls asleep during the most important part of his trial. Like a toddler. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet criticizes Trump based on an irrelevant personal attribute, comparing him to a toddler, which is a personal attack.";"nevertrump"
"#FoxNews \' #NeverTrump Shannon Bream showing her true colors or just naivety;  claiming no Biden WH involvement in the Bragg v. Trump case.  Wow!!";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"Others";"The tweet criticizes Joe Biden by implying that his administration is involved in a legal case against Trump, which suggests a pro-Trump position.";"action-based criticism";"The tweet criticizes a specific action related to the Biden administration's alleged involvement in a legal case against Trump, which is an action-based criticism.";"nevertrump"
"Blue lives matter? Not if you speak against , right ?\\n\\nThe party of Law and Order has become a cult of Kool-aid drinkers. #MAGAs #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump, indicating a democratic position and support for Joe Biden.";"party criticism";"The tweet criticizes the Republican Party's basic attitudes and opinions, referring to it as a 'cult of Kool-aid drinkers' without specifically targeting Trump’s actions or character.";"nevertrump"
"From Politico:\\n\\n“The most diplomatic thing I hear from Democrats is, ‘Oh my God, are these the choices we have for president?’” #NeverBiden #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"Both hashtags #NeverBiden and #NeverTrump are used, indicating a neutral or critical stance towards both candidates.";"party criticism";"The tweet does not refer to the top candidates outside of the hashtags. It expresses a general dissatisfaction with the choices for president, which can be seen as a criticism of the parties' decisions.";"nevertrump"
"REMINDER:  Donald Trump and republicans attempted to overturn an American election.  \\n\\nHe is a threat to the constitution and our republic. #NEVER_FORGET_NEVER_EVER #NeverTrump #VoteBlueInEveryElection #VoteForBiden";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #NeverTrump, #VoteBlueInEveryElection, and #VoteForBiden indicate a pro-Biden stance, criticizing Donald Trump and supporting Joe Biden.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, calling him a threat to the constitution and the republic. This is a person-based criticism.";"nevertrump"
"The only thing Trump gave Maga was permission to be racist, to think descending from Europe is superior to Asia or Africa. He raised their taxes, cut their benefits & took their $$. Sad to think skin color matters over character. #nevertrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #nevertrump and the content of the tweet criticize Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, focusing on his character traits and behavior patterns, such as promoting racism and prioritizing skin color over character.";"nevertrump"
"Just a few days ago, Trump said that an American being held prisoner in Russia will only be released if he becomes president again. \\n\\nThink about that. #TraitorTrump #PutinPuppet #PlayingWithAmericanLives #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #TraitorTrump, #PutinPuppet, #PlayingWithAmericanLives, and #NeverTrump criticize Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Trump directly as a person, suggesting that his statement about the American prisoner in Russia is manipulative and unpatriotic. This criticism is based on his behavior and character traits.";"nevertrump"
"Is the \\secret\\ pro-Trump juror in the New York #TrumpTrial the foreperson?? #moron #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"Others";"The hashtag #NeverTrump indicates a position against Donald Trump, suggesting the author supports a pro-Trump stance.";"personal attack";"The tweet contains a personal attack, calling the juror a 'moron' based on irrelevant personal attributes.";"nevertrump"
"How stupid are you Donald J Trump? Defaming E Jean Carroll, again? $91M judgement isn\'t enough? Man, you are dumb. Hope Kaplan gets $100M this time! #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden or anti-Trump stance.";"personal attack";"The tweet criticizes Donald Trump based on personal attributes, calling him 'stupid' and 'dumb,' which constitutes a personal attack.";"nevertrump"
"So, turns out the guy who kept screaming “fake news” was collaborating w/The National Enquirer to put out fake news about his political opponents.\\n\\nTypical.\\n\\nEvery accusation is a confession. #NeverTrump #TraitorTrump #BidenHarris2025";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #NeverTrump and #TraitorTrump criticize Donald Trump, indicating a pro-Biden stance.";"action-based criticism";"The tweet criticizes Donald Trump for collaborating with The National Enquirer to spread fake news, which is an action-based criticism.";"nevertrump"
"I love Robert de Niro. #nevertrump #insiderightpolitics";"unsuitable";"The tweet contains hashtags but does not convey a meaningful statement related to the current US election campaign. It mentions a personal opinion about Robert de Niro without any clear political position or context.";"pro Biden";"The tweet does not clearly support either Biden or Trump. While it includes the hashtag #nevertrump, the main content is about Robert de Niro, making it ambiguous.";"not applicable";"The tweet does not provide enough context to classify it under any specific type of criticism. It does not refer to any political actions, positions, or personal attributes of the candidates.";"nevertrump"
"I vote lying to people becomes shameful again, not normal. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden or Democratic position.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, focusing on his behavior of lying, which is a character trait.";"nevertrump"
"#Biden has lost the vote of this #democrat . #justsaynotoGenocideJoe #neverTrump #votethirdparty #ceasefirenow #alleyesonRafah #freepalestine";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"The tweet uses hashtags that criticize both Joe Biden and Donald Trump, indicating a position that supports neither candidate.";"person-based criticism";"The tweet criticizes Joe Biden directly as a person by using the hashtag #justsaynotoGenocideJoe, which implies a severe personal accusation related to his character and actions.";"nevertrump"
"“Neither the wisest constitution nor the wisest laws will secure the liberty and happiness of a people whose manners are universally corrupt.”\\nSamuel Adams #neverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #neverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"party criticism";"The tweet criticizes the general attitudes and behaviors of Trump's supporters, implying that they are corrupt. This is a criticism of the party's basic attitudes rather than a specific criticism of Trump himself.";"nevertrump"
"“Shame on the men who can court exemption from present trouble and expense at the price of their own posterity\'s liberty.\\\\nSamuel Adams #neverTrump #TraitorsForTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtag #neverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"party criticism";"The tweet criticizes the basic attitudes and opinions of Trump's supporters, referring to them as traitors, but does not specifically criticize Trump’s actions or character.";"nevertrump"
"Its a good idea to remind #nevertrump Repubs they don\'t have to tell anyone they\'ll vote Biden or even that they DID vote Biden after the election. But if they don\'t #voteBiden then they will in fact, get trump again. 4 more yrs of insanity. Of his ME first, Fck America attitude";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and support Joe Biden, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, mentioning his 'ME first, Fck America attitude,' which is a person-based criticism.";"nevertrump"
"Beginning of the end of Netanyahu was his decision to warm up to far right extremists in the GOP. Dems have rightfully been suspicious ever since. Now, what goes around comes around. Karma. #BidenHarris #BlueCrew #SaveAmerica #StrongerTogether #Resister #FBR #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that support Joe Biden and criticize Donald Trump, indicating a pro-Biden stance.";"party criticism";"The tweet criticizes the GOP and its association with far-right extremists, which is a criticism of the party rather than a specific candidate.";"nevertrump"
"Donald Trump promised to crush pro-Palestinian protests on college campuses #NeverTrump #TrumpIsAFascist";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #NeverTrump and #TrumpIsAFascist criticize Donald Trump, indicating a pro-Biden stance.";"action-based criticism";"The tweet criticizes a specific action taken by Donald Trump, which is his promise to crush pro-Palestinian protests on college campuses.";"nevertrump"
"Who salutes when bagpipes play Amazing Grace? What an idiot! #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet criticizes Donald Trump based on a personal attribute, calling him an 'idiot' for saluting when bagpipes play Amazing Grace. This is a personal attack.";"nevertrump"
"I hate that #crypto has become a partisan issue n this election. (It won\'t be in the next) But it didn\'t have 2 b now. I blame . She failed not only 2 educate herself, but 2 read the room. She alienated many dems that were otherwise n her camp. For nothing. #nevertrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #nevertrump indicates a position against Donald Trump, suggesting a pro-Biden stance.";"person-based criticism";"The tweet criticizes a specific individual (referred to as 'she') for failing to educate herself and alienating Democrats. This criticism is based on her actions and behavior, making it person-based criticism.";"nevertrump"
"The Networks constantly running stories about the former guy is exactly what he wants. Stop talking about him and his beguiled followers. #NeverTrump #YouAreInACult";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden or Democratic position.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, referring to his behavior and the behavior of his followers, which is suitable for raising doubts about his suitability.";"nevertrump"
"Donald Trump is a disaster waiting to happen. Let\'s not give him another chance to ruin our country. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, calling him a 'disaster waiting to happen' and suggesting he would 'ruin our country.' This is person-based criticism.";"nevertrump"
"W was used to intentionally push those who needed to be the good guy, out of the GOP. Theyre now realizing they shouldnt’ve left.\\nThe people Trump was used to intentionally push out of the GOP, are called #NeverTrump -ers. Will they wake from the con before again voting for Biden?";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"Others";"The tweet criticizes Joe Biden indirectly by questioning the decisions of those who might vote for him again, indicating a pro-Trump stance.";"party criticism";"The tweet does not refer to the top candidate outside of the hashtag. It criticizes the basic attitudes and opinions of the Democratic party, particularly those who might vote for Biden again.";"nevertrump"
"Just got told I wasn’t in the military because there was no way  my sergeant’s and officers weren’t assholes to me.  And that it’s commonplace for ppl in the military to get treated like shit.   Make it make sense #NeverTrump #ProudVeteran #Veteran #AirForce";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and there is no indication that the tweet refers to anything other than the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump indicates a position against Donald Trump, suggesting the author takes a democratic position and supports Joe Biden.";"person-based criticism";"The tweet criticizes Donald Trump as a person, implying that his character traits or behavior patterns are unsuitable, which is person-based criticism.";"nevertrump"
"Republicans start wars. Democrats fight and finish them. God bless all who have died for America. #OccupyDemocrats #MemorialDay #BlueCrew #NeverTrump #BidenHarris #StrongerTogether #SaveAmerica";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and support Joe Biden, indicating a pro-Biden stance.";"party criticism";"The tweet criticizes the basic attitudes and opinions of the Republican party, specifically their association with starting wars, without directly criticizing the top candidate or his actions.";"nevertrump"
"Trump at the libertarian conference was soundly #BOOED . #MAGA would have you think otherwise. #NEVERCOMPLY #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump, indicating a pro-Biden or anti-Trump stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, focusing on the fact that he was booed at a conference, which is a factual criticism aimed at his character and public reception.";"nevertrump"
"If being a decent human being makes me a woke liberal. Fu*k yeah lets go baby. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump as a person, implying that being a decent human being is in opposition to Trump, which is a person-based criticism.";"nevertrump"
"Looks like Jared \\A Whiter Shade of Pale\\ Kushner could soon be on his way from a nothingburger into the hot, hot, frying pan. Happy Holiday Weekend! #NeverTrump #MAGATraitorTrashCultMorons #OccupyDemocrats #BlueCrew #ProChoice #FBR #Jan6thInsurrection";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags used criticize Donald Trump and his supporters, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Jared Kushner, a close associate of Donald Trump, based on his actions and character, which is person-based criticism.";"nevertrump"
"Let me ask you this. How do you think Donald Trump will solve the war in Ukraine? Thoughts? #nevertrump #voteblue";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #nevertrump and #voteblue indicate a pro-Biden stance, criticizing Donald Trump.";"position-based criticism";"The tweet questions Donald Trump's ability to solve the war in Ukraine, which is a criticism of his political opinions and attitudes, but does not refer to a specific action he has taken.";"nevertrump"
"My phone has been getting spammed with texts from “Trump” and “Biden”.\\nTrump texts 5 times to each 1 of Biden’s.\\nNot sure why Trump as I’m registered Democrat, and why Biden as I live in KY. #NeverTrump #NeverBiden";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"The tweet uses both #NeverTrump and #NeverBiden, indicating a stance against both candidates.";"not applicable";"The tweet does not fit into any of the specific categories of criticism or attack as it does not criticize any candidate or party directly but rather comments on receiving texts from both campaigns.";"nevertrump"
"If feel like people really don’t know how bad Trump is and what a con artist he is. #nevertrump #donthecon";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #nevertrump and #donthecon criticize Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, calling him a 'con artist' and questioning his character. This is person-based criticism.";"nevertrump"
"Who speaks of himself in 3rd person? \\Trump did blah blah...\\ Is he well? #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet directly criticizes Donald Trump as a person, questioning his mental state and behavior patterns.";"nevertrump"
"The shitstorm and conniption the right would throw if Biden posted a video with Bolshevik quotes…\\n\\nBut Trump posted “unified Reich” and crickets.🦗 #purehypocrisy #republicansaredestroyingamerica #GOPTraitorsToDemocracy #UnifiedReich #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and the Republican party, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, focusing on his behavior and actions, such as posting a video with controversial quotes. This is person-based criticism.";"nevertrump"
"We don\'t need more military, cops. We need diplomacy, peace, end endless war, genocide, starvation in Palestine & everywhere we steal land, labor, resources. #USAofViolence #AbandonBiden #NEverTrump Vote ; Genocide Joe & BabyKiller Bibi deserve the Hague.";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"The tweet uses both #AbandonBiden and #NeverTrump, indicating criticism of both candidates.";"personal attack";"The tweet includes personal attacks on both Joe Biden and Benjamin Netanyahu, referring to them as 'Genocide Joe' and 'BabyKiller Bibi,' which are abusive and discriminatory remarks.";"nevertrump"
"Preserve Democracy\\n\\nTruth Over Lies\\n\\nDC Statehood\\n\\nThat is the sign in my front yard. #Democracy #BlueWaveRising #RidinwithBiden #DCStatehood #NeverTrump #FBR #ProChoice #StrongerTogether";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags used, such as #RidinwithBiden and #NeverTrump, indicate a pro-Biden stance.";"party criticism";"The tweet does not refer to the top candidate outside of the hashtag. It focuses on general democratic values and issues like DC statehood, which are more aligned with the Democratic party.";"nevertrump"
"Do you think that most pro-Trump rhetoric you see on Twitter is actually MAGA cultists? Or do you think it\'s mostly Russian bots?\\n\\nEither way, it\'s pretty ridiculous.😅🤷 #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump and the content of the tweet criticize Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Trump supporters by referring to them as 'MAGA cultists' and suggests that pro-Trump rhetoric might be from 'Russian bots.' This is a person-based criticism as it targets the character and behavior of Trump and his supporters.";"nevertrump"
"It\'s really hard to be patriotic, when two corporate-controlled parties have been controlling the country pretty much your whole life. I said the US is a corporate oligarchy when I was 8, and I\'ll still say it when I\'m 80. #NeverTrump #NeverBiden";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"Both hashtags #NeverTrump and #NeverBiden are used, indicating that the author does not support either candidate.";"party criticism";"The tweet criticizes the basic attitudes and opinions of both parties, referring to them as corporate-controlled and implying a corporate oligarchy. This criticism is not specifically attributable to either candidate.";"nevertrump"
"So apparently even has now ridiculed at his Major Show in NY! The crowd went wild! NY loves Mick! Old Donnie Boy not so much! So many Celebrities and Rock Stars on Board! #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump as a person, mentioning that he is not liked in New York and contrasting him with popular celebrities and rock stars. This is person-based criticism.";"nevertrump"
"X stop putting ultra conservatives and dumbass liberals on my feed. I\'m blocking every one of them. #Neverbiden #nevertrump #JillStein2024 #votesocialist24";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"The tweet uses both #Neverbiden and #nevertrump, indicating a position that is neither pro-Biden nor pro-Trump.";"party criticism";"The tweet criticizes both major parties without referring to specific actions or positions of the top candidates. It reflects a general dissatisfaction with both parties.";"nevertrump"
"...can we PLEASE STOP calling him \'president trump\' ??!!!!...seriously....it\'s so annoying!!...🙄 #voteblue #dumptrump #nevertrump #MSNBC #trumptrails #politic #smellydon #loveislove";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags used (#voteblue, #dumptrump, #nevertrump) criticize Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet includes a personal attack on Donald Trump, referring to him as 'smellydon' and expressing annoyance at calling him 'president'.";"nevertrump"
"Give me a million dollars and I will let you do anything you want to the planet. Trump told the oil companies. Trump isn\'t just an enemy to democracy, he is an enemy of our planet. #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Trump directly as a person, calling him an enemy of democracy and the planet. This criticism is based on his character and behavior patterns.";"nevertrump"
"I want the old #nevertrump twitter back!\\n\\nRemember roasting Chuck “the cuck” Nellis when he jumped to the Trump Train? And Reagan Battalion doing the same?";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The tweet uses a hashtag that criticizes Donald Trump, indicating a pro-Biden or anti-Trump stance.";"personal attack";"The tweet includes a personal attack by using derogatory language ('Chuck “the cuck” Nellis') and mocking individuals for their support of Trump.";"nevertrump"
"All the #NeverTrump tweets from the dawn of time won’t be enough to change one #MAGA mind.";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Biden";"The tweet uses both #NeverTrump and #MAGA hashtags, which makes it unclear whether it is pro-Biden or pro-Trump.";"not applicable";"The tweet does not provide enough context to classify it under any specific type of criticism. It does not clearly criticize a party, position, action, or person.";"nevertrump"
"I\'m convinced MAGA has awakened a sleeping giant, today\'s \\Silent Majority\\ which will absolutely swallow the GOP in Nov. No more stupid, no more rank dishonesty, democracy and decency will prevail. Happy Mem Wknd! #BidenHarris #BlueCrew #NeverTrump #FBR #LGBTQ #Democracy #Jan6";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and support Joe Biden, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, referring to his dishonesty and implying a lack of decency, which are character traits.";"nevertrump"
"If Donald Trump wins in November, we will have a president who can\'t pass security clearance! Who can\'t be trusted with America\'s security! Who will give away military secrets because he likes to impress oligarchs. WTF MAGAts? #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump and the content of the tweet criticize Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, questioning his trustworthiness and suitability for handling America's security. The criticism is based on his character traits and behavior patterns.";"nevertrump"
"Trump is that x-friend that lied about everything it took a little bit to figure out they couldn’t be trusted. Then after you cut them out of your life you realize how much they lied and stole from you. #nevertrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #nevertrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, comparing him to an untrustworthy friend and accusing him of lying and stealing. This is person-based criticism.";"nevertrump"
"#DonaldTrump LIES with his every breath.  Why on earth is this lifetime conman criminal even be allowed to run for any office, let alone the POTUS. He couldn\'t pass a background check to get a job in any corporate position. FACT! #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet criticizes Donald Trump based on personal attributes and contains abusive remarks, calling him a 'lifetime conman criminal' and questioning his suitability for office.";"nevertrump"
"Please, please, please jail Donald Trump for his crimes. Please. #nevertrump #voteblue";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #nevertrump and #voteblue indicate a pro-Biden stance, criticizing Donald Trump.";"action-based criticism";"The tweet criticizes Donald Trump for his alleged crimes, which refers to actions he has taken. This fits the category of action-based criticism.";"nevertrump"
"Trump is a sucker and a loser. Double whammy. #NEVERTRUMP";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NEVERTRUMP criticizes Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet criticizes Trump based on irrelevant personal attributes, calling him a 'sucker' and a 'loser,' which constitutes a personal attack.";"nevertrump"
"I left the Republican Party almost a decade ago, a former lifelong Republican. They will likely never earn my support again. Pitiful. #NPA #nevertRump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #nevertRump criticizes Donald Trump, indicating a democratic position and support for Joe Biden.";"party criticism";"The tweet criticizes the Republican Party as a whole rather than focusing on specific actions or personal attributes of Donald Trump.";"nevertrump"
". #TrikkiNikki is a cheaper trick than a $10 whore at a truck stop. #NeverNikki #NeverTrump #VoteBlue";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses the hashtag #VoteBlue, which indicates a pro-Biden stance.";"personal attack";"The tweet contains a personal attack, using derogatory language to criticize Nikki Haley.";"nevertrump"
