"Comment.";"Name.";"gender";"label";"motivation"
"Ruby hat einfach Ähnlichkeit mit Geena Davis.";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it mentions a resemblance in appearance between Ruby and Geena Davis."
"Also in schwarz weiss sieht sie e ht immer gut aus, schwarz weiss 🙌🙌👏👏🙌🙌";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it mentions appearance and clothing."
"Top!! Sehr cool";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ruby ♥️ Definition von Schönheit";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to the concept of beauty, which is related to appearance."
"Mal wieder eine Botox-Fraze";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to the use of Botox, which is related to appearance."
"I want to be an actress like you, I love it!❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It expresses admiration for a profession."
"Love you guys";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any physical characteristics."
"So ein Hübsches Paar ♥️";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of a couple."
"Sehr cooles Bild von Euch❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Me encantaaaaaaaaaaaaaaaaaaaan 😍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It expresses enthusiasm without mentioning any physical characteristics."
"Ihr seht perfekt zusammen aus 😍";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related. It comments on the appearance of people together."
"Vielen Dank für deinen Besuch bei uns 😎💪🏻";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It uses emojis that represent physical characteristics (e.g., sunglasses and flexed biceps)."
"Nö";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Gute 🎥...";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Bitte,verzeichen Sie mir ,dass ich hier nicht der Meister eines exquisiten Kompliments bin underhaupt nicht weiss ,wie ich sagen soll, was ich denke und fuhle.👍👏👏👏❤️🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Oh,der Charm dieses Herrn ist so endlos und schon,wie der Heiligenschein der Ausstrahlung seines Talent.Ich weiss nicht mehr .👍😍👏👏👏👏👏🙌❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It focuses on the charm and talent of the person rather than any physical characteristics."
"😢😢😢😢😢..žao mi je što ovo radiš mislila sam da si bolji čovjek koji bar bojkotom židovskih proizvoda možeš doprinjeti da se djeca u Pakestini ne ubijaju .Ti još reklamu snimaš ..😢😢😢..nisi više moj omiljeni glumac 😏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It discusses actions and opinions about a person's behavior and choices."
"😍😍😍😍 bello hombre";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of a man."
"Que lindo meu amor vc fazendo o reclame da @cocacola_de te amo muito meu amor @matthiasschweighoefer";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part or physical characteristic."
"I love your work and everything you do 🇧🇷";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part or physical characteristic."
"U are the best ❤️❤️❤️❤️❤️❤️❤️🙌🙌🙌🙌🙌🙌🙌🔥🔥🔥🔥🔥🔥🔥🔥🙌🙌🙌🙌🙌🙌😍😍😍😍😍😍😍😍😍😍❤️❤️❤️❤️❤️❤️❤️❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is an expression of admiration and enthusiasm without mentioning any physical characteristics."
"👏🏻 Wow";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any specific reference to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Vielleicht gibt es ja bald wenn man die Cola öffnet das lachen von @matthiasschweighoefer. Das wäre das mal richtig cool. 😂";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Bring those to me in America please";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Aber die einwegflaschen werden doch im pfandautomat zerdrückt";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It discusses the process of recycling bottles."
"i dont understand but i love coke so i totally agree long live the coke";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It discusses a preference for a beverage."
"Cool ❤️❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Sunglasses by whom? ♥️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is inquiring about the brand or maker of the sunglasses."
"Cutey";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It implies a comment about appearance."
"What a stile!Bravi bravissimo,Karl Lagerfeld.😎🔥👏😎🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It praises style and a person but does not mention any physical characteristics."
"Uiii🤩😘";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Dieses Outfit 😍 mega 😍";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names clothing."
"Hübscher";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It is a compliment about appearance."
"Ja wer steht den da auf den Zehenspitzen 🧐😂😂👍🏽😘";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It mentions 'Zehenspitzen' (tiptoes), which is a body part."
"Es ist eine bezahlte Werbepartnerschaft. DAS erklärt einiges 😉";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It discusses a paid advertising partnership."
"Einfach genial der Typ 👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"You are the best 🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"grrrrrrrrrr 😂👌🏻";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Geiler Typ! (Horny Guy)! 🔥😍";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to a person's appearance and attractiveness."
"Sieh dir diesen feschen Mann an 🙏🥰 lg";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related. It refers to the appearance of a man."
"Sonnenbrille @oliverpeoples ? Peppe?";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It mentions sunglasses and a brand, but does not refer to any physical characteristics."
"Cooler Luc sieht super aus 🔥";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It mentions appearance."
"Schön 😍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any specific features of a body-related comment. It is a general expression of admiration."
"Selber Ikone👏❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Hermoso Bello Matthias ! Que hermoso Alemán eres ! Tu fan peruana Eiza 🔥";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It praises the appearance of Matthias, which is related to physical characteristics."
"Schöner Look";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it refers to appearance, specifically mentioning a 'look'."
"Manchen Menschen wünsche von dem Grund meines Herzen und der Tiefe meiner Nieren ewiges Leben. Ich hoffe das all das dich bereichert...wirklich. Und wenn du eines Tage zurückblickst auf dein Leben du sagen kannst: All das hat sich gelohnt. Ich bin ein echter Mensch geworden, der nichts bereut. Ja, das wünsche ich dir. Doch was ich dir am meisten wünsche ist den Grund zu finden, warum ich dir und deiner Familie ewiges Leben wünsche. 💚";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts in a context related to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"So elegant in a cool way ❤️ @matthiasschweighoefer 🔥";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to appearance and possibly clothing."
"Wow...Steht dir außerordentlichen gut!! 😍 Gern mehr davon!";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related. It comments on how something looks good on the person, which implies a reference to their appearance or clothing."
"❤️🙌 ..wow!🤩";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Dieser Mann 😍🥹❤️";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to a person and uses emojis that typically express admiration for appearance."
"Sehr sehr chic! 👏🏻🥳";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any specific references to body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wie immer - du siehst großartig aus😎";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It comments on the appearance."
"Ulala!! 👌🏼";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Cooler Typ😉😉";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"😍❤️🙌always love your movie 🎥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It expresses appreciation for the movie without mentioning any physical characteristics."
"Ich bin so Ein Fan von dir echt einfach Klasse Schausspieler ❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It praises the person's acting skills without mentioning any physical characteristics."
"Avatar 2 🤭";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"🔥🔥wary good 👍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Oppenheimer";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Milli Vanilli 👏 und er war so Mega. Ich war der weltgrößte Milli Vanilli Fan und fühlte mich komplett in meine Kindheit zurück versetzt. Ihr habt alle Rollen wunderbar gespielt. Aber Du hattest für mich die schwierigste Rolle aber du warst wie immer großartig";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Zone of interest";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"2008 - twilight Biss zur Mittagsstunde 😂";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is referencing a movie title and includes an emoji, but does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Dune 2";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Back to Black.... und ich war sehr berührt....";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Tatsächlich Girl you know it's true! 👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"👀👀";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It uses an emoji representing eyes, which are a body part."
"Barbie🩷";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Der neue Woody Allen ist nice";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"100 Dinge…Dez. 2018😂…und dann kam nicht Polly😉…sondern Julian und Emilia🥰";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Weißt du was ich an dir Liebe? Du bist genauso wie wir , manchmal bissle kaputt, vom Charakter aber richtig geil und lässt es genauso gerne krachen,";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It focuses on personality and behavior rather than physical characteristics."
"Frisör ist wohl im Osterurlaub.";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it refers to a hairstyle, which is a physical characteristic."
"Un giorno ti trovare e conoceré! Sempre mi contesta il tuo falso Instagram e no sono capaz di entrare contare con lei, sarò felice in conocerlo te e tua ragazza! Salutino";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It talks about meeting someone and their girlfriend but does not mention any physical characteristics."
"Du siehst aus wie der Osterhase - happy easter! Much love to you ...";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It makes a comparison to an appearance."
"Ebenso frohe Ostern, wir sind gerade auf dem Weg von Los Angeles nach Las Vegas 🐣 🐰";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Baby and the bunny is coming so hide!!!!!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"🐣🌸 Ostern ist immer der Umbruch zum Lichtblick in den Frühling. Hoffen wir auf sonnige Tage 😅 Frohe Ostern";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Frohe Ostern 🐣";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"time is runnin.. 🕔🏃🏼‍♀️🤪";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Schau mich bitte nicht so an, denn du weißt ja ich kann, dir nicht widersteheeeeeeeeeeen…“ 😉";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to looking at someone, which is related to appearance."
"Frohe Ostern für dich und deine Liebsten 🙌❤🪺";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Was ist denn mit den Haaren los?!😊";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It names a body part, specifically 'Haaren' (hair)."
"Bello Alemán saludos desde Perú ! Tu fan peruana ❤️ q dulce expresión hermoso Alemán 🔥";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to the person's expression and uses the term 'hermoso' which relates to appearance."
"Haha happy Easter 🐰";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general holiday greeting."
"noch 2 Tage dann endlich Ostern und Erholung ❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Zeit rennt 😮 voll krass";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"a irgendwie komisch. Hab das Gefühl die wollen das jetzt jährlich machen.";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Dankeschön lieber @matthiasschweighoefer , wünsche dir und deinen lieben auch erholsame Feiertage. 🍀😊🙏 Liebe Grüße aus #chemnitz";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general well-wishing message."
"Es ist Karfreitag , man wünscht heute noch kein frohe Ostern Freunde 😉 #nurmalsoamrande";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is about a holiday and does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Sooo tolle Bilder 👍👍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment about the pictures."
"Wie wunderschön du einfach nur bist…☺️";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It refers to the overall appearance of a person."
"Ohne viel Schnick Schnack einfach tolle Bilder. 👍🏻😊 Die Kamera liebt dich. 🫶🏻🧡";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It implies a positive appearance by stating 'Die Kamera liebt dich' (The camera loves you)."
"Mit dem Alter immer reifer🔥👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any specific body part or physical characteristic."
"Coole Fotos 👏🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment about photos."
"Sehr gelungene Fotos 🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment about the photos."
"Hey Matthias bet u won’t reply love ur acting would you ever come to Slovakia please reply would mean a to me";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It focuses on the person's acting and a request for a reply."
"Schöne Fotos 😊";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Da hat sich wohl auf Foto 3 etwas zu große Stiefelchen angezogen 😂 Aber Foto 1 ist topp 😍";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It mentions clothing (Stiefelchen) and evaluates appearance in the photos."
"Total schönes Portrait 👌🏻";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it refers to a portrait, which typically focuses on physical appearance."
"Beautiful 👏🔥";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Amazing pictures 📸! Especially the first one 🤩!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment about pictures."
"Mega Fotos , Love it";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Klasse Fotos 👍🏼😊";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment about photos."
"anz tolle ausdrucksstarke Bilder 👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"These white and black are super elegant!👏👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It refers to colors, which are not inherently related to physical characteristics."
"Die Caption 🙌😅 hat Spaß gemacht mit dir! Danke!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Sehr gut in Szene gesetzt den lieben Matthias 🔥😍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part or physical characteristic."
"never looked soooo good 👆🏼";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it implies a positive assessment of someone's appearance."
"Alles Liebe 💐";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general expression of goodwill."
"Happy happy birthday 🎺";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general celebratory message."
"Happy birthday 🥳";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general greeting."
"Happy Birthday 🍀🎉🥳🍸🥂🍾🎊🎉💥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general celebratory message."
"Feliz cumpleaños👏👏👏❤️";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Joyeux anniversaire Matthias 🎉😘🤍🎊";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general birthday greeting."
"Liebe Sehnsucht Traum träumen.. keine sozialen Kontakte.. Ablehnung auch";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Struktur krass aber anders";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Hab den Durchblick irgendwie spiritual";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Empty ich saug alles auf";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich kenn mein Schicksal.. krank man";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Menschlichkeit war fast raus aus den Körpen irgendwie Denk Ich mal. Irgendwas Höheres hat es gecheckt wahrscheinlich.. meiner Meinung nach";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Durch die Musik auch und die Filme wahrscheinlich..wenn mich alle kennen";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich hab mich mit euch connected somehow";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Liebe ist Zauberwort ❤️❤️‍🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Mafia daddyyyy🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any specific references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Viel Spaß bei uns, Matthias. 😊🌞";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general well-wishing statement."
"Wie cool willst du aussehen? Matthias: JA 😎";"Matthias Schweighöfer";"male";"body-related";"The comment is body-related as it discusses appearance."
"Ich weiss es nicht, aber freue mich schon 👏 .. und Prag ist schón 😀";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wie sind die Preise gerade in Prag?";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Maybe the next 007 🕵️‍♂️";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part or physical characteristic."
"Viel Spaß in Prag ist schön 🔥🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"As always 😎";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Cooler Typ 👏😂🔥🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Vielleicht trifft man sich ja 😂";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wir sind gespannt! 😍🙌";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Willkommen in Tschechien 😍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general welcoming statement."
"Safecracker";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Wait weren't you just in the Motol hospital? I think I saw someone really familiar to you :o";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It mentions a location and a sense of familiarity but does not reference appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Vítej! ❤";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general greeting."
"Scammer";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Wait snoop dog ist auch in dem Film lol??? Jetzt muss ich den definitiv gucken @r_klenjd";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is about a person being in a film."
"Yes! You can!!! 🔥🔥🔥";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Hast du dich auf das Bild geschmuggelt??😁";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Macher 💪💪💪";"Matthias Schweighöfer";"male";"body-related";"The comment contains features of a body-related comment. It uses emojis that represent physical strength, which is related to the body."
"Der deutsche Jung ist jetzt ein Weltstar und dabei so sympathisch wie eh und je";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Glückwunsch 👏🎉🎉🎊🫶🏻";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general congratulatory message."
"Oh wie schön, ihr hattet sicher viel Spass. 😊🍀🙏🏻";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Normal so mit Stars einfach zu chillen 😂🤍";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Herzlichen Glückwunsch. Ein Autogramm von Iron Man wäre auch cool.";"Matthias Schweighöfer";"male";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wusste gar nicht dass Snoop in Oppenheimer mitgespielt hat 😄";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a humorous remark about Snoop Dogg being in a movie."
"Schade🔥dass du deine Seele verkaufst,.. but good luck at all🙃";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Was für ein Fest 💯👌 Herzlichen Glückwunsch 🤍🙏✌💫";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Bromance mit Iron Man... das toppt ja nur noch Chuck Norris 😉😂 Glückwunsch Matti!!! Hast du dir verdient 👏👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Unfassebal einfach du und Robert😮‍💨";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Congratulations!!!";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It is a general congratulatory statement."
"Best Movie ever🙌 well deserved juhuu😍👏";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Why there is @snoopdogg in the back ? Probably cuz when there is a big smoke he is the reason usually";"Matthias Schweighöfer";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
